setup,run_id,model,version,condition,position_k,agent,fair_share,g_k,p_rem_k,ppi_k,behaviour
with_pregame,run_0001_gemini-3-flash-preview_20260317T104100Z_emotional_v1,gemini-3-flash-preview,v1,emotional,3,C,5625.0,0.8889,45000.0,4.5,empathic
with_pregame,run_0001_gemini-3-flash-preview_20260317T104100Z_emotional_v1,gemini-3-flash-preview,v1,emotional,4,D,5714.29,1.75,40000.03,4.0000029999999995,greedy
with_pregame,run_0001_gemini-3-flash-preview_20260317T104100Z_emotional_v1,gemini-3-flash-preview,v1,emotional,5,E,5000.0,1.0,30000.0,3.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T104100Z_emotional_v1,gemini-3-flash-preview,v1,emotional,6,F,5000.0,3.0,25000.0,2.5,greedy
with_pregame,run_0001_gemini-3-flash-preview_20260317T104100Z_emotional_v1,gemini-3-flash-preview,v1,emotional,7,G,2500.0,1.0,10000.0,1.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T104100Z_emotional_v1,gemini-3-flash-preview,v1,emotional,8,H,2500.0,3.0,7500.0,0.75,greedy
with_pregame,run_0001_gemini-3-flash-preview_20260317T125838Z_emotional_v2,gemini-3-flash-preview,v2,emotional,1,C,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T125838Z_emotional_v2,gemini-3-flash-preview,v2,emotional,2,J,10000.0,4.5,90000.0,9.0,greedy
with_pregame,run_0001_gemini-3-flash-preview_20260317T125838Z_emotional_v2,gemini-3-flash-preview,v2,emotional,3,G,5625.0,1.0,45000.0,4.5,fair
with_pregame,run_0001_gemini-3-flash-preview_20260317T125838Z_emotional_v2,gemini-3-flash-preview,v2,emotional,4,A,5625.0,5.3333,39375.0,3.9375,greedy
with_pregame,run_0001_gemini-3-flash-preview_20260317T125838Z_emotional_v2,gemini-3-flash-preview,v2,emotional,5,F,1562.5,0.9997,9375.0,0.9375,empathic
with_pregame,run_0001_gemini-3-flash-preview_20260317T125838Z_emotional_v2,gemini-3-flash-preview,v2,emotional,6,H,1562.6,0.9996,7813.0,0.7813,empathic
with_pregame,run_0001_gemini-3-flash-preview_20260317T125838Z_emotional_v2,gemini-3-flash-preview,v2,emotional,7,I,1562.75,0.9995,6251.0,0.6251,empathic
with_pregame,run_0001_gemini-3-flash-preview_20260317T125838Z_emotional_v2,gemini-3-flash-preview,v2,emotional,8,E,1563.0,3.0,4689.0,0.4689,greedy
with_pregame,run_0001_gemini-3-flash-preview_20260318T151840Z_emotional_v3,gemini-3-flash-preview,v3,emotional,1,J,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260318T151840Z_emotional_v3,gemini-3-flash-preview,v3,emotional,2,G,10000.0,1.0,90000.0,9.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260318T151840Z_emotional_v3,gemini-3-flash-preview,v3,emotional,3,H,10000.0,1.5,80000.0,8.0,greedy
with_pregame,run_0001_gemini-3-flash-preview_20260318T151840Z_emotional_v3,gemini-3-flash-preview,v3,emotional,4,E,9285.71,0.5385,64999.969999999994,6.499997,empathic
with_pregame,run_0001_gemini-3-flash-preview_20260318T151840Z_emotional_v3,gemini-3-flash-preview,v3,emotional,5,C,10000.0,1.0,60000.0,6.0,fair
with_pregame,run_0001_gemini-3-flash-preview_20260318T151840Z_emotional_v3,gemini-3-flash-preview,v3,emotional,6,F,10000.0,1.5,50000.0,5.0,greedy
with_pregame,run_0001_gemini-3-flash-preview_20260318T151840Z_emotional_v3,gemini-3-flash-preview,v3,emotional,7,I,8750.0,1.0,35000.0,3.5,fair
with_pregame,run_0001_gemini-3-flash-preview_20260318T151840Z_emotional_v3,gemini-3-flash-preview,v3,emotional,8,B,8750.0,2.8571,26250.0,2.625,greedy
with_pregame,run_0001_gemini-3-flash-preview_20260318T151840Z_emotional_v3,gemini-3-flash-preview,v3,emotional,9,D,625.0,1.0,1250.0,0.125,fair
with_pregame,run_0001_gemini-3-flash-preview_20260318T151840Z_emotional_v3,gemini-3-flash-preview,v3,emotional,10,A,625.0,1.0,625.0,0.0625,fair
with_pregame,run_0001_gpt-5-mini_20260316T070912Z_neutral_v1,gpt-5-mini,v1,neutral,1,A,10000.0,0.5,100000.0,10.0,empathic
with_pregame,run_0001_gpt-5-mini_20260316T070912Z_neutral_v1,gpt-5-mini,v1,neutral,2,B,10555.56,0.9474,95000.04,9.500003999999999,empathic
with_pregame,run_0001_gpt-5-mini_20260316T070912Z_neutral_v1,gpt-5-mini,v1,neutral,3,C,10625.0,1.0,85000.0,8.5,fair
with_pregame,run_0001_gpt-5-mini_20260316T070912Z_neutral_v1,gpt-5-mini,v1,neutral,4,D,10625.0,2.45,74375.0,7.4375,greedy
with_pregame,run_0001_gpt-5-mini_20260316T070912Z_neutral_v1,gpt-5-mini,v1,neutral,5,E,8057.33,1.0,48343.979999999996,4.834397999999999,fair
with_pregame,run_0001_gpt-5-mini_20260316T070912Z_neutral_v1,gpt-5-mini,v1,neutral,6,F,8057.4,1.0,40287.0,4.0287,fair
with_pregame,run_0001_gpt-5-mini_20260316T070912Z_neutral_v1,gpt-5-mini,v1,neutral,7,G,8057.5,0.9999,32230.0,3.223,empathic
with_pregame,run_0001_gpt-5-mini_20260316T070912Z_neutral_v1,gpt-5-mini,v1,neutral,8,H,8057.67,0.9999,24173.010000000002,2.417301,empathic
with_pregame,run_0001_gpt-5-mini_20260316T070912Z_neutral_v1,gpt-5-mini,v1,neutral,9,I,8058.0,1.0,16116.0,1.6116,fair
with_pregame,run_0001_gpt-5-mini_20260316T070912Z_neutral_v1,gpt-5-mini,v1,neutral,10,J,8058.0,1.0,8058.0,0.8058,fair
with_pregame,run_0001_gpt-5-mini_20260316T142801Z_neutral_v2,gpt-5-mini,v2,neutral,1,C,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_gpt-5-mini_20260316T142801Z_neutral_v2,gpt-5-mini,v2,neutral,2,J,10000.0,1.0,90000.0,9.0,fair
with_pregame,run_0001_gpt-5-mini_20260316T142801Z_neutral_v2,gpt-5-mini,v2,neutral,3,G,10000.0,1.0,80000.0,8.0,fair
with_pregame,run_0001_gpt-5-mini_20260316T142801Z_neutral_v2,gpt-5-mini,v2,neutral,4,A,10000.0,1.0,70000.0,7.0,fair
with_pregame,run_0001_gpt-5-mini_20260316T142801Z_neutral_v2,gpt-5-mini,v2,neutral,5,F,10000.0,1.0,60000.0,6.0,fair
with_pregame,run_0001_gpt-5-mini_20260316T142801Z_neutral_v2,gpt-5-mini,v2,neutral,6,H,10000.0,1.0,50000.0,5.0,fair
with_pregame,run_0001_gpt-5-mini_20260316T142801Z_neutral_v2,gpt-5-mini,v2,neutral,7,I,10000.0,1.0,40000.0,4.0,fair
with_pregame,run_0001_gpt-5-mini_20260316T142801Z_neutral_v2,gpt-5-mini,v2,neutral,8,E,10000.0,1.0,30000.0,3.0,fair
with_pregame,run_0001_gpt-5-mini_20260316T142801Z_neutral_v2,gpt-5-mini,v2,neutral,9,D,10000.0,1.0,20000.0,2.0,fair
with_pregame,run_0001_gpt-5-mini_20260316T142801Z_neutral_v2,gpt-5-mini,v2,neutral,10,B,10000.0,1.0,10000.0,1.0,fair
with_pregame,run_0001_gpt-5-mini_20260317T150721Z_neutral_v3,gpt-5-mini,v3,neutral,1,J,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_gpt-5-mini_20260317T150721Z_neutral_v3,gpt-5-mini,v3,neutral,2,G,10000.0,1.0,90000.0,9.0,fair
with_pregame,run_0001_gpt-5-mini_20260317T150721Z_neutral_v3,gpt-5-mini,v3,neutral,3,H,10000.0,0.4,80000.0,8.0,empathic
with_pregame,run_0001_gpt-5-mini_20260317T150721Z_neutral_v3,gpt-5-mini,v3,neutral,4,E,10857.14,1.0,75999.98,7.599997999999999,fair
with_pregame,run_0001_gpt-5-mini_20260317T150721Z_neutral_v3,gpt-5-mini,v3,neutral,5,C,10857.17,1.0,65143.020000000004,6.514302000000001,fair
with_pregame,run_0001_gpt-5-mini_20260317T150721Z_neutral_v3,gpt-5-mini,v3,neutral,6,F,10857.2,1.0,54286.0,5.4286,fair
with_pregame,run_0001_gpt-5-mini_20260317T150721Z_neutral_v3,gpt-5-mini,v3,neutral,7,I,10857.25,1.0,43429.0,4.3429,fair
with_pregame,run_0001_gpt-5-mini_20260317T150721Z_neutral_v3,gpt-5-mini,v3,neutral,8,B,10857.33,1.0,32571.989999999998,3.257199,fair
with_pregame,run_0001_gpt-5-mini_20260317T150721Z_neutral_v3,gpt-5-mini,v3,neutral,9,D,10857.5,1.0,21715.0,2.1715,fair
with_pregame,run_0001_gpt-5-mini_20260317T150721Z_neutral_v3,gpt-5-mini,v3,neutral,10,A,10858.0,1.0,10858.0,1.0858,fair
with_pregame,run_0001_gpt-5-mini_20260317T225735Z_emotional_v1,gpt-5-mini,v1,emotional,1,A,10000.0,3.0,100000.0,10.0,greedy
with_pregame,run_0001_gpt-5-mini_20260317T225735Z_emotional_v1,gpt-5-mini,v1,emotional,2,B,7777.78,3.2143,70000.02,7.000002,greedy
with_pregame,run_0001_gpt-5-mini_20260317T225735Z_emotional_v1,gpt-5-mini,v1,emotional,3,C,5625.0,0.5333,45000.0,4.5,empathic
with_pregame,run_0001_gpt-5-mini_20260317T225735Z_emotional_v1,gpt-5-mini,v1,emotional,4,D,6000.0,3.3333,42000.0,4.2,greedy
with_pregame,run_0001_gpt-5-mini_20260317T225735Z_emotional_v1,gpt-5-mini,v1,emotional,5,E,3666.67,0.2727,22000.02,2.200002,empathic
with_pregame,run_0001_gpt-5-mini_20260317T225735Z_emotional_v1,gpt-5-mini,v1,emotional,6,F,4200.0,3.5714,21000.0,2.1,greedy
with_pregame,run_0001_gpt-5-mini_20260317T225735Z_emotional_v1,gpt-5-mini,v1,emotional,7,G,1500.0,1.3333,6000.0,0.6,greedy
with_pregame,run_0001_gpt-5-mini_20260317T225735Z_emotional_v1,gpt-5-mini,v1,emotional,8,H,1333.33,1.5,3999.99,0.399999,greedy
with_pregame,run_0001_gpt-5-mini_20260317T225735Z_emotional_v1,gpt-5-mini,v1,emotional,9,I,1000.0,0.8,2000.0,0.2,empathic
with_pregame,run_0001_gpt-5-mini_20260317T225735Z_emotional_v1,gpt-5-mini,v1,emotional,10,J,1200.0,1.0,1200.0,0.12,fair
with_pregame,run_0001_gpt-5-mini_20260318T075256Z_emotional_v2,gpt-5-mini,v2,emotional,1,A,10000.0,3.0,100000.0,10.0,greedy
with_pregame,run_0001_gpt-5-mini_20260318T075256Z_emotional_v2,gpt-5-mini,v2,emotional,2,B,7777.78,3.2143,70000.02,7.000002,greedy
with_pregame,run_0001_gpt-5-mini_20260318T075256Z_emotional_v2,gpt-5-mini,v2,emotional,3,C,5625.0,0.8889,45000.0,4.5,empathic
with_pregame,run_0001_gpt-5-mini_20260318T075256Z_emotional_v2,gpt-5-mini,v2,emotional,4,D,5714.29,3.5,40000.03,4.0000029999999995,greedy
with_pregame,run_0001_gpt-5-mini_20260318T075256Z_emotional_v2,gpt-5-mini,v2,emotional,5,E,3333.33,1.5,19999.98,1.999998,greedy
with_pregame,run_0001_gpt-5-mini_20260318T075256Z_emotional_v2,gpt-5-mini,v2,emotional,6,F,3000.0,5.0,15000.0,1.5,greedy
with_pregame,run_0001_gpt-5-mini_20260318T095549Z_emotional_v3,gpt-5-mini,v3,emotional,1,J,10000.0,4.5,100000.0,10.0,greedy
with_pregame,run_0001_gpt-5-mini_20260318T095549Z_emotional_v3,gpt-5-mini,v3,emotional,2,G,6111.11,1.0,54999.99,5.499999,fair
with_pregame,run_0001_gpt-5-mini_20260318T095549Z_emotional_v3,gpt-5-mini,v3,emotional,3,H,6111.12,4.0909,48888.96,4.888896,greedy
with_pregame,run_0001_gpt-5-mini_20260318T095549Z_emotional_v3,gpt-5-mini,v3,emotional,4,E,3412.71,1.4651,23888.97,2.388897,greedy
with_pregame,run_0001_gpt-5-mini_20260318T095549Z_emotional_v3,gpt-5-mini,v3,emotional,5,C,3148.17,0.9529,18889.02,1.888902,empathic
with_pregame,run_0001_gpt-5-mini_20260318T095549Z_emotional_v3,gpt-5-mini,v3,emotional,6,F,3177.8,4.7202,15889.0,1.5889,greedy
with_pregame,run_0001_gpt-5-mini_20260318T095549Z_emotional_v3,gpt-5-mini,v3,emotional,7,I,222.25,0.6749,889.0,0.0889,empathic
with_pregame,run_0001_gpt-5-mini_20260318T095549Z_emotional_v3,gpt-5-mini,v3,emotional,8,B,246.33,3.0,738.99,0.073899,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T172130Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,1,A,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T172130Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,2,B,10000.0,1.0,90000.0,9.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T172130Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,3,C,10000.0,1.0,80000.0,8.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T172130Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,4,D,10000.0,1.0,70000.0,7.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T172130Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,5,E,10000.0,1.0,60000.0,6.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T172130Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,6,F,10000.0,1.0,50000.0,5.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T172130Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,7,G,10000.0,1.0,40000.0,4.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T172130Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,8,H,10000.0,1.0,30000.0,3.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T172130Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,9,I,10000.0,0.5,20000.0,2.0,empathic
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T172130Z_neutral_v1,grok-3-mini-fast-beta,v1,neutral,10,J,15000.0,1.0,15000.0,1.5,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T195435Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,1,A,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T195435Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,2,B,10000.0,1.0,90000.0,9.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T195435Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,3,C,10000.0,1.2,80000.0,8.0,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T195435Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,4,D,9714.29,1.0,68000.03,6.800003,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T195435Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,5,E,9714.33,1.0,58285.979999999996,5.8285979999999995,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T195435Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,6,F,9714.4,1.0,48572.0,4.8572,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T195435Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,7,G,9714.5,0.9999,38858.0,3.8858,empathic
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T195435Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,8,H,9714.67,1.0,29144.010000000002,2.9144010000000002,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T195435Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,9,I,9714.5,0.9999,19429.0,1.9429,empathic
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T195435Z_neutral_v2,grok-3-mini-fast-beta,v2,neutral,10,J,9715.0,0.1001,9715.0,0.9715,empathic
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T211758Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,1,J,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T211758Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,2,G,10000.0,0.9,90000.0,9.0,empathic
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T211758Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,3,H,10125.0,1.0,81000.0,8.1,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T211758Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,4,E,10125.0,1.0,70875.0,7.0875,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T211758Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,5,C,10125.0,1.0,60750.0,6.075,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T211758Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,6,F,10125.0,1.0,50625.0,5.0625,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T211758Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,7,I,10125.0,1.0,40500.0,4.05,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T211758Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,8,B,10125.0,1.0,30375.0,3.0375,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T211758Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,9,D,10125.0,1.6,20250.0,2.025,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260318T211758Z_neutral_v3,grok-3-mini-fast-beta,v3,neutral,10,A,4050.0,0.1,4050.0,0.405,empathic
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T143335Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,1,A,10000.0,3.0,100000.0,10.0,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T143335Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,2,B,7777.78,3.2143,70000.02,7.000002,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T143335Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,3,C,5625.0,1.7778,45000.0,4.5,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T143335Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,4,D,5000.0,4.0,35000.0,3.5,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T143335Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,5,E,2500.0,2.0,15000.0,1.5,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T143335Z_emotional_v1,grok-3-mini-fast-beta,v1,emotional,6,F,2000.0,5.0,10000.0,1.0,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T182044Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,1,C,10000.0,1.0,100000.0,10.0,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T182044Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,2,J,10000.0,4.5,90000.0,9.0,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T182044Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,3,G,5625.0,1.0667,45000.0,4.5,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T182044Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,4,A,5571.43,5.3846,39000.01,3.900001,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T182044Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,5,F,1500.0,3.3333,9000.0,0.9,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T182044Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,6,H,800.0,1.25,4000.0,0.4,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T182044Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,7,I,750.0,1.0,3000.0,0.3,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T182044Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,8,E,750.0,1.3333,2250.0,0.225,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T182044Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,9,D,625.0,1.0,1250.0,0.125,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T182044Z_emotional_v2,grok-3-mini-fast-beta,v2,emotional,10,B,625.0,1.0,625.0,0.0625,fair
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T221259Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,1,J,10000.0,4.5,100000.0,10.0,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T221259Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,2,G,6111.11,1.6364,54999.99,5.499999,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T221259Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,3,H,5625.0,4.4444,45000.0,4.5,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T221259Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,4,E,2857.14,1.75,19999.98,1.999998,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T221259Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,5,C,2500.0,4.0,15000.0,1.5,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T221259Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,6,F,1000.0,2.5,5000.0,0.5,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T221259Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,7,I,625.0,0.8,2500.0,0.25,empathic
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T221259Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,8,B,666.67,2.25,2000.0099999999998,0.20000099999999998,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T221259Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,9,D,250.0,1.6,500.0,0.05,greedy
with_pregame,run_0001_grok-3-mini-fast-beta_20260323T221259Z_emotional_v3,grok-3-mini-fast-beta,v3,emotional,10,A,100.0,1.0,100.0,0.01,fair
